goods_code_6,Description_6,indent,CODE_2,CODE_4,CODE_6,CODE_8,CODE_10,CODE_14
2904320000 80,Ammonium perfluorooctane sulphonate,"- - ",29,04,32,00,00,80
2904330000 80,Lithium perfluorooctane sulphonate,"- - ",29,04,33,00,00,80
2904340000 80,Potassium perfluorooctane sulphonate,"- - ",29,04,34,00,00,80
2904350000 80,Other salts of perfluorooctane sulphonic acid,"- - ",29,04,35,00,00,80
2904360000 80,Perfluorooctane sulphonyl fluoride,"- - ",29,04,36,00,00,80
2904910000 10,Other,"- ",29,04,91,00,00,10
2904910000 80,Trichloronitromethane (chloropicrin),"- - ",29,04,91,00,00,80
2904990000 80,Other,"- - ",29,04,99,00,00,80
0714100000 80,Manioc (cassava),"- ",07,14,10,00,00,80
0714200000 80,Sweet potatoes,"- ",07,14,20,00,00,80
0714300000 80,Yams (Dioscorea spp.),"- ",07,14,30,00,00,80
0714400000 80,Taro (Colocasia spp.),"- ",07,14,40,00,00,80
0714500000 80,Yautia (Xanthosoma spp.),"- ",07,14,50,00,00,80
0714900000 80,Other,"- ",07,14,90,00,00,80
0801110000 10,Coconuts,"- ",08,01,11,00,00,10
0801110000 80,Desiccated,"- - ",08,01,11,00,00,80
0801120000 80,In the inner shell (endocarp),"- - ",08,01,12,00,00,80
0801190000 80,Other,"- - ",08,01,19,00,00,80
0801210000 10,Brazil nuts,"- ",08,01,21,00,00,10
0801210000 80,In shell,"- - ",08,01,21,00,00,80
0801220000 80,Shelled,"- - ",08,01,22,00,00,80
0801310000 10,Cashew nuts,"- ",08,01,31,00,00,10
0801310000 80,In shell,"- - ",08,01,31,00,00,80
0801320000 80,Shelled,"- - ",08,01,32,00,00,80
0802110000 10,Almonds,"- ",08,02,11,00,00,10
0802110000 80,In shell,"- - ",08,02,11,00,00,80
0802120000 80,Shelled,"- - ",08,02,12,00,00,80
0802210000 10,Hazelnuts or filberts (Corylus spp.),"- ",08,02,21,00,00,10
0802210000 80,In shell,"- - ",08,02,21,00,00,80
0802220000 80,Shelled,"- - ",08,02,22,00,00,80
0802310000 10,Walnuts,"- ",08,02,31,00,00,10
0802310000 80,In shell,"- - ",08,02,31,00,00,80
0802320000 80,Shelled,"- - ",08,02,32,00,00,80
0802410000 10,Chestnuts (Castanea spp.),"- ",08,02,41,00,00,10
0802410000 80,In shell,"- - ",08,02,41,00,00,80
0802420000 80,Shelled,"- - ",08,02,42,00,00,80
0802510000 10,Pistachios,"- ",08,02,51,00,00,10
0802510000 80,In shell,"- - ",08,02,51,00,00,80
0802520000 80,Shelled,"- - ",08,02,52,00,00,80
0802610000 10,Macadamia nuts,"- ",08,02,61,00,00,10
0802610000 80,In shell,"- - ",08,02,61,00,00,80
0802620000 80,Shelled,"- - ",08,02,62,00,00,80
0802700000 80,Kola nuts (Cola spp.),"- ",08,02,70,00,00,80
0802800000 80,Areca nuts,"- ",08,02,80,00,00,80
0802900000 80,Other,"- ",08,02,90,00,00,80
0803100000 80,Plantains,"- ",08,03,10,00,00,80
0803900000 80,Other,"- ",08,03,90,00,00,80
0804100000 80,Dates,"- ",08,04,10,00,00,80
0804200000 80,Figs,"- ",08,04,20,00,00,80
0804300000 80,Pineapples,"- ",08,04,30,00,00,80
0804400000 80,Avocados,"- ",08,04,40,00,00,80
0804500000 80,"Guavas, mangoes and mangosteens","- ",08,04,50,00,00,80
0805100000 80,Oranges,"- ",08,05,10,00,00,80
0805210000 10,"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","- ",08,05,21,00,00,10
0805210000 80,Mandarins (including tangerines and satsumas),"- - ",08,05,21,00,00,80
0805220000 80,Clementines,"- - ",08,05,22,00,00,80
0805290000 80,Other,"- - ",08,05,29,00,00,80
0805400000 80,"Grapefruit, including pomelos","- ",08,05,40,00,00,80
0805500000 80,"Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","- ",08,05,50,00,00,80
0805900000 80,Other,"- ",08,05,90,00,00,80
0806100000 80,Fresh,"- ",08,06,10,00,00,80
0806200000 80,Dried,"- ",08,06,20,00,00,80
0807110000 10,Melons (including watermelons),"- ",08,07,11,00,00,10
0807110000 80,Watermelons,"- - ",08,07,11,00,00,80
0807190000 80,Other,"- - ",08,07,19,00,00,80
0807200000 80,Papaws (papayas),"- ",08,07,20,00,00,80
0808100000 80,Apples,"- ",08,08,10,00,00,80
0808300000 80,Pears,"- ",08,08,30,00,00,80
0808400000 80,Quinces,"- ",08,08,40,00,00,80
0809100000 80,Apricots,"- ",08,09,10,00,00,80
0809210000 10,Cherries,"- ",08,09,21,00,00,10
0809210000 80,Sour cherries (Prunus cerasus),"- - ",08,09,21,00,00,80
0809290000 80,Other,"- - ",08,09,29,00,00,80
0809300000 80,"Peaches, including nectarines","- ",08,09,30,00,00,80
0809400000 80,Plums and sloes,"- ",08,09,40,00,00,80
0810100000 80,Strawberries,"- ",08,10,10,00,00,80
0810200000 80,"Raspberries, blackberries, mulberries and loganberries","- ",08,10,20,00,00,80
0810300000 80,"Black-, white- or redcurrants and gooseberries","- ",08,10,30,00,00,80
0810400000 80,"Cranberries, bilberries and other fruit of the genus Vaccinium","- ",08,10,40,00,00,80
0810500000 80,Kiwifruit,"- ",08,10,50,00,00,80
0810600000 80,Durians,"- ",08,10,60,00,00,80
0810700000 80,Persimmons,"- ",08,10,70,00,00,80
0810900000 80,Other,"- ",08,10,90,00,00,80
0811100000 80,Strawberries,"- ",08,11,10,00,00,80
0811200000 80,"Raspberries, blackberries, mulberries, loganberries, black-, white- or redcurrants and gooseberries","- ",08,11,20,00,00,80
0811900000 80,Other,"- ",08,11,90,00,00,80
0812100000 80,Cherries,"- ",08,12,10,00,00,80
0812900000 80,Other,"- ",08,12,90,00,00,80
0813100000 80,Apricots,"- ",08,13,10,00,00,80
0813200000 80,Prunes,"- ",08,13,20,00,00,80
0813300000 80,Apples,"- ",08,13,30,00,00,80
0813400000 80,Other fruit,"- ",08,13,40,00,00,80
0813500000 80,Mixtures of nuts or dried fruits of this chapter,"- ",08,13,50,00,00,80
4503100000 80,Corks and stoppers,"- ",45,03,10,00,00,80
4503900000 80,Other,"- ",45,03,90,00,00,80
4504100000 80,"Blocks, plates, sheets and strip; tiles of any shape; solid cylinders, including discs","- ",45,04,10,00,00,80
4504900000 80,Other,"- ",45,04,90,00,00,80
4601210000 10,"Mats, matting and screens of vegetable materials","- ",46,01,21,00,00,10
4601210000 80,Of bamboo,"- - ",46,01,21,00,00,80
4601220000 80,Of rattan,"- - ",46,01,22,00,00,80
4601290000 80,Other,"- - ",46,01,29,00,00,80
4601920000 10,Other,"- ",46,01,92,00,00,10
4601920000 80,Of bamboo,"- - ",46,01,92,00,00,80
4601930000 80,Of rattan,"- - ",46,01,93,00,00,80
4601940000 80,Of other vegetable materials,"- - ",46,01,94,00,00,80
4601990000 80,Other,"- - ",46,01,99,00,00,80
2939710000 80,"Cocaine, ecgonine, levometamfetamine, metamfetamine (INN), metamfetamine racemate; salts, esters and other derivatives thereof","- - ",29,39,71,00,00,80
2939790000 80,Other,"- - ",29,39,79,00,00,80
2939800000 80,Other,"- ",29,39,80,00,00,80
2941100000 80,Penicillins and their derivatives with a penicillanic acid structure; salts thereof,"- ",29,41,10,00,00,80
2941200000 80,Streptomycins and their derivatives; salts thereof,"- ",29,41,20,00,00,80
2941300000 80,Tetracyclines and their derivatives; salts thereof,"- ",29,41,30,00,00,80
2941400000 80,Chloramphenicol and its derivatives; salts thereof,"- ",29,41,40,00,00,80
2941500000 80,Erythromycin and its derivatives; salts thereof,"- ",29,41,50,00,00,80
2941900000 80,Other,"- ",29,41,90,00,00,80
3001200000 80,Extracts of glands or other organs or of their secretions,"- ",30,01,20,00,00,80
3001900000 80,Other,"- ",30,01,90,00,00,80
3002110000 10,"Antisera, other blood fractions and immunological products, whether or not modified or obtained by means of biotechnological processes","- ",30,02,11,00,00,10
3002110000 80,Malaria diagnostic test kits,"- - ",30,02,11,00,00,80
3002120000 80,Antisera and other blood fractions,"- - ",30,02,12,00,00,80
3002130000 80,"Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale","- - ",30,02,13,00,00,80
3002140000 80,"Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale","- - ",30,02,14,00,00,80
3002150000 80,"Immunological products, put up in measured doses or in forms or packings for retail sale","- - ",30,02,15,00,00,80
3002190000 80,Other,"- - ",30,02,19,00,00,80
3002200000 80,Vaccines for human medicine,"- ",30,02,20,00,00,80
3002300000 80,Vaccines for veterinary medicine,"- ",30,02,30,00,00,80
3002900000 80,Other,"- ",30,02,90,00,00,80
3003100000 80,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","- ",30,03,10,00,00,80
3003200000 80,"Other, containing antibiotics","- ",30,03,20,00,00,80
3003310000 10,"Other, containing hormones or other products of heading|2937","- ",30,03,31,00,00,10
3003310000 80,Containing insulin,"- - ",30,03,31,00,00,80
3003390000 80,Other,"- - ",30,03,39,00,00,80
3003410000 10,"Other, containing alkaloids or derivatives thereof","- ",30,03,41,00,00,10
3003410000 80,Containing ephedrine or its salts,"- - ",30,03,41,00,00,80
3003420000 80,Containing pseudoephedrine (INN) or its salts,"- - ",30,03,42,00,00,80
3003430000 80,Containing norephedrine or its salts,"- - ",30,03,43,00,00,80
3003490000 80,Other,"- - ",30,03,49,00,00,80
3003600000 80,"Other, containing antimalarial active principles described in Subheading Note 2|to this Chapter","- ",30,03,60,00,00,80
3003900000 80,Other,"- ",30,03,90,00,00,80
3004100000 80,"Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","- ",30,04,10,00,00,80
3004200000 80,"Other, containing antibiotics","- ",30,04,20,00,00,80
3004310000 10,"Other, containing hormones or other products of heading|2937","- ",30,04,31,00,00,10
3004310000 80,Containing insulin,"- - ",30,04,31,00,00,80
3004320000 80,"Containing corticosteroid hormones, their derivatives or structural analogues","- - ",30,04,32,00,00,80
3004390000 80,Other,"- - ",30,04,39,00,00,80
3004410000 10,"Other, containing alkaloids or derivatives thereof","- ",30,04,41,00,00,10
3004410000 80,Containing ephedrine or its salts,"- - ",30,04,41,00,00,80
3004420000 80,Containing pseudoephedrine (INN) or its salts,"- - ",30,04,42,00,00,80
3004430000 80,Containing norephedrine or its salts,"- - ",30,04,43,00,00,80
3004490000 80,Other,"- - ",30,04,49,00,00,80
3004500000 80,"Other, containing vitamins or other products of heading|2936","- ",30,04,50,00,00,80
3004600000 80,"Other, containing antimalarial active principles described in Subheading Note 2|to this Chapter","- ",30,04,60,00,00,80
3004900000 80,Other,"- ",30,04,90,00,00,80
3005100000 80,Adhesive dressings and other articles having an adhesive layer,"- ",30,05,10,00,00,80
3005900000 80,Other,"- ",30,05,90,00,00,80
3006100000 80,"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable","- ",30,06,10,00,00,80
3006200000 80,Blood-grouping reagents,"- ",30,06,20,00,00,80
3006300000 80,Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,"- ",30,06,30,00,00,80
3006400000 80,Dental cements and other dental fillings; bone reconstruction cements,"- ",30,06,40,00,00,80
3006500000 80,First-aid boxes and kits,"- ",30,06,50,00,00,80
3006600000 80,"Chemical contraceptive preparations based on hormones, on other products of heading|2937|or on spermicides","- ",30,06,60,00,00,80
3006700000 80,Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,"- ",30,06,70,00,00,80
3006910000 10,Other,"- ",30,06,91,00,00,10
3006910000 80,Appliances identifiable for ostomy use,"- - ",30,06,91,00,00,80
3006920000 80,Waste pharmaceuticals,"- - ",30,06,92,00,00,80
3102100000 80,"Urea, whether or not in aqueous solution","- ",31,02,10,00,00,80
3102210000 10,Ammonium sulphate; double salts and mixtures of ammonium sulphate and ammonium nitrate,"- ",31,02,21,00,00,10
3102210000 80,Ammonium sulphate,"- - ",31,02,21,00,00,80
3102290000 80,Other,"- - ",31,02,29,00,00,80
3102300000 80,"Ammonium nitrate, whether or not in aqueous solution","- ",31,02,30,00,00,80
3102400000 80,Mixtures of ammonium nitrate with calcium carbonate or other inorganic non-fertilising substances,"- ",31,02,40,00,00,80
3102500000 80,Sodium nitrate,"- ",31,02,50,00,00,80
3102600000 80,Double salts and mixtures of calcium nitrate and ammonium nitrate,"- ",31,02,60,00,00,80
3102800000 80,Mixtures of urea and ammonium nitrate in aqueous or ammoniacal solution,"- ",31,02,80,00,00,80
3102900000 80,"Other, including mixtures not specified in the foregoing subheadings","- ",31,02,90,00,00,80
3103110000 10,Superphosphates,"- ",31,03,11,00,00,10
3103110000 80,Containing by weight 35|% or more of diphosphorus pentaoxide (P@2O@5),"- - ",31,03,11,00,00,80
3103190000 80,Other,"- - ",31,03,19,00,00,80
3103900000 80,Other,"- ",31,03,90,00,00,80
3104200000 80,Potassium chloride,"- ",31,04,20,00,00,80
3104300000 80,Potassium sulphate,"- ",31,04,30,00,00,80
3104900000 80,Other,"- ",31,04,90,00,00,80
3105100000 80,Goods of this chapter in tablets or similar forms or in packages of a gross weight not exceeding 10|kg,"- ",31,05,10,00,00,80
3105200000 80,"Mineral or chemical fertilisers containing the three fertilising elements nitrogen, phosphorus and potassium","- ",31,05,20,00,00,80
3105300000 80,Diammonium hydrogenorthophosphate (diammonium phosphate),"- ",31,05,30,00,00,80
3105400000 80,Ammonium dihydrogenorthophosphate (monoammonium phosphate) and mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),"- ",31,05,40,00,00,80
3105510000 10,Other mineral or chemical fertilisers containing the two fertilising elements nitrogen and phosphorus,"- ",31,05,51,00,00,10
3105510000 80,Containing nitrates and phosphates,"- - ",31,05,51,00,00,80
3105590000 80,Other,"- - ",31,05,59,00,00,80
3105600000 80,Mineral or chemical fertilisers containing the two fertilising elements phosphorus and potassium,"- ",31,05,60,00,00,80
3105900000 80,Other,"- ",31,05,90,00,00,80
3201100000 80,Quebracho extract,"- ",32,01,10,00,00,80
3201200000 80,Wattle extract,"- ",32,01,20,00,00,80
3201900000 80,Other,"- ",32,01,90,00,00,80
3202100000 80,Synthetic organic tanning substances,"- ",32,02,10,00,00,80
3202900000 80,Other,"- ",32,02,90,00,00,80
3204110000 10,Synthetic organic colouring matter and preparations based thereon as specified in note|3|to this chapter,"- ",32,04,11,00,00,10
3204110000 80,Disperse dyes and preparations based thereon,"- - ",32,04,11,00,00,80
1905310000 10,Sweet biscuits; waffles and wafers,"- ",19,05,31,00,00,10
1905310000 80,Sweet biscuits,"- - ",19,05,31,00,00,80
1905320000 80,Waffles and wafers,"- - ",19,05,32,00,00,80
1905400000 80,"Rusks, toasted bread and similar toasted products","- ",19,05,40,00,00,80
1905900000 80,Other,"- ",19,05,90,00,00,80
2001100000 80,Cucumbers and gherkins,"- ",20,01,10,00,00,80
2001900000 80,Other,"- ",20,01,90,00,00,80
2002100000 80,"Tomatoes, whole or in pieces","- ",20,02,10,00,00,80
2002900000 80,Other,"- ",20,02,90,00,00,80
2003100000 80,Mushrooms of the genus Agaricus,"- ",20,03,10,00,00,80
2003900000 80,Other,"- ",20,03,90,00,00,80
2004100000 80,Potatoes,"- ",20,04,10,00,00,80
2004900000 80,Other vegetables and mixtures of vegetables,"- ",20,04,90,00,00,80
2005100000 80,Homogenised vegetables,"- ",20,05,10,00,00,80
2005200000 80,Potatoes,"- ",20,05,20,00,00,80
2005400000 80,Peas (Pisum sativum),"- ",20,05,40,00,00,80
2005510000 10,"Beans (Vigna spp., Phaseolus spp.)","- ",20,05,51,00,00,10
2005510000 80,"Beans, shelled","- - ",20,05,51,00,00,80
2005590000 80,Other,"- - ",20,05,59,00,00,80
2005600000 80,Asparagus,"- ",20,05,60,00,00,80
2005700000 80,Olives,"- ",20,05,70,00,00,80
2005800000 80,Sweetcorn (Zea mays var. saccharata),"- ",20,05,80,00,00,80
2005910000 10,Other vegetables and mixtures of vegetables,"- ",20,05,91,00,00,10
2005910000 80,Bamboo shoots,"- - ",20,05,91,00,00,80
2005990000 80,Other,"- - ",20,05,99,00,00,80
2007100000 80,Homogenised preparations,"- ",20,07,10,00,00,80
2007910000 10,Other,"- ",20,07,91,00,00,10
2007910000 80,Citrus fruit,"- - ",20,07,91,00,00,80
2007990000 80,Other,"- - ",20,07,99,00,00,80
4602110000 10,Of vegetable materials,"- ",46,02,11,00,00,10
4602110000 80,Of bamboo,"- - ",46,02,11,00,00,80
4602120000 80,Of rattan,"- - ",46,02,12,00,00,80
4602190000 80,Other,"- - ",46,02,19,00,00,80
4602900000 80,Other,"- ",46,02,90,00,00,80
4703110000 10,Unbleached,"- ",47,03,11,00,00,10
4703110000 80,Coniferous,"- - ",47,03,11,00,00,80
4703190000 80,Non-coniferous,"- - ",47,03,19,00,00,80
4703210000 10,Semi-bleached or bleached,"- ",47,03,21,00,00,10
4703210000 80,Coniferous,"- - ",47,03,21,00,00,80
4703290000 80,Non-coniferous,"- - ",47,03,29,00,00,80
4704110000 10,Unbleached,"- ",47,04,11,00,00,10
4704110000 80,Coniferous,"- - ",47,04,11,00,00,80
4704190000 80,Non-coniferous,"- - ",47,04,19,00,00,80
4704210000 10,Semi-bleached or bleached,"- ",47,04,21,00,00,10
4704210000 80,Coniferous,"- - ",47,04,21,00,00,80
4704290000 80,Non-coniferous,"- - ",47,04,29,00,00,80
4706100000 80,Cotton linters pulp,"- ",47,06,10,00,00,80
4706200000 80,Pulps of fibres derived from recovered (waste and scrap) paper or paperboard,"- ",47,06,20,00,00,80
4706300000 80,"Other, of bamboo","- ",47,06,30,00,00,80
4706910000 10,Other,"- ",47,06,91,00,00,10
4706910000 80,Mechanical,"- - ",47,06,91,00,00,80
4706920000 80,Chemical,"- - ",47,06,92,00,00,80
4706930000 80,Obtained by a combination of mechanical and chemical processes,"- - ",47,06,93,00,00,80
4707100000 80,Unbleached kraft paper or paperboard or corrugated paper or paperboard,"- ",47,07,10,00,00,80
4707200000 80,"Other paper or paperboard made mainly of bleached chemical pulp, not coloured in the mass","- ",47,07,20,00,00,80
4707300000 80,"Paper or paperboard made mainly of mechanical pulp (for example, newspapers, journals and similar printed matter)","- ",47,07,30,00,00,80
4707900000 80,"Other, including unsorted waste and scrap","- ",47,07,90,00,00,80
4802100000 80,Handmade paper and paperboard,"- ",48,02,10,00,00,80
4802200000 80,"Paper and paperboard of a kind used as a base for photosensitive, heat-sensitive or electrosensitive paper or paperboard","- ",48,02,20,00,00,80
4802400000 80,Wallpaper base,"- ",48,02,40,00,00,80
4802540000 10,"Other paper and paperboard, not containing fibres obtained by a mechanical or chemi-mechanical process or of which not more than 10|% by weight of the total fibre content consists of such fibres","- ",48,02,54,00,00,10
4802540000 80,Weighing less than 40|g/m$2,"- - ",48,02,54,00,00,80
4802550000 80,"Weighing 40|g/m$2|or more but not more than 150|g/m$2, in rolls","- - ",48,02,55,00,00,80
4802560000 80,"Weighing 40|g/m$2|or more but not more than 150|g/m$2, in sheets with one side not exceeding 435|mm and the other side not exceeding 297|mm in the unfolded state","- - ",48,02,56,00,00,80
4802570000 80,"Other, weighing 40|g/m$2|or more but not more than 150|g/m$2","- - ",48,02,57,00,00,80
4802580000 80,Weighing more than 150|g/m$2,"- - ",48,02,58,00,00,80
4802610000 10,"Other paper and paperboard, of which more than 10|% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process","- ",48,02,61,00,00,10
4802610000 80,In rolls,"- - ",48,02,61,00,00,80
4802620000 80,In sheets with one side not exceeding 435|mm and the other side not exceeding 297|mm in the unfolded state,"- - ",48,02,62,00,00,80
4802690000 80,Other,"- - ",48,02,69,00,00,80
4804110000 10,Kraftliner,"- ",48,04,11,00,00,10
4804110000 80,Unbleached,"- - ",48,04,11,00,00,80
4804190000 80,Other,"- - ",48,04,19,00,00,80
4804210000 10,Sack kraft paper,"- ",48,04,21,00,00,10
4804210000 80,Unbleached,"- - ",48,04,21,00,00,80
4804290000 80,Other,"- - ",48,04,29,00,00,80
4804310000 10,Other kraft paper and paperboard weighing 150|g/m$2|or less,"- ",48,04,31,00,00,10
4804310000 80,Unbleached,"- - ",48,04,31,00,00,80
4804390000 80,Other,"- - ",48,04,39,00,00,80
4804410000 10,Other kraft paper and paperboard weighing more than 150|g/m$2|but less than 225|g/m$2,"- ",48,04,41,00,00,10
4804410000 80,Unbleached,"- - ",48,04,41,00,00,80
4804420000 80,Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process,"- - ",48,04,42,00,00,80
4804490000 80,Other,"- - ",48,04,49,00,00,80
4804510000 10,Other kraft paper and paperboard weighing 225|g/m$2|or more,"- ",48,04,51,00,00,10
4804510000 80,Unbleached,"- - ",48,04,51,00,00,80
4804520000 80,Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process,"- - ",48,04,52,00,00,80
4804590000 80,Other,"- - ",48,04,59,00,00,80
4805110000 10,Fluting paper,"- ",48,05,11,00,00,10
4805110000 80,Semi-chemical fluting paper,"- - ",48,05,11,00,00,80
4805120000 80,Straw fluting paper,"- - ",48,05,12,00,00,80
4805190000 80,Other,"- - ",48,05,19,00,00,80
4805240000 10,Testliner (recycled liner board),"- ",48,05,24,00,00,10
4805240000 80,Weighing 150|g/m$2|or less,"- - ",48,05,24,00,00,80
4805250000 80,Weighing more than 150|g/m$2,"- - ",48,05,25,00,00,80
4805300000 80,Sulphite wrapping paper,"- ",48,05,30,00,00,80
4805400000 80,Filter paper and paperboard,"- ",48,05,40,00,00,80
4805500000 80,Felt paper and paperboard,"- ",48,05,50,00,00,80
4805910000 10,Other,"- ",48,05,91,00,00,10
4805910000 80,Weighing 150|g/m$2|or less,"- - ",48,05,91,00,00,80
4805920000 80,Weighing more than 150|g/m$2|but less than 225|g/m$2,"- - ",48,05,92,00,00,80
4805930000 80,Weighing 225|g/m$2|or more,"- - ",48,05,93,00,00,80
4806100000 80,Vegetable parchment,"- ",48,06,10,00,00,80
4806200000 80,Greaseproof papers,"- ",48,06,20,00,00,80
4806300000 80,Tracing papers,"- ",48,06,30,00,00,80
4806400000 80,Glassine and other glazed transparent or translucent papers,"- ",48,06,40,00,00,80
4808100000 80,"Corrugated paper and paperboard, whether or not perforated","- ",48,08,10,00,00,80
4808400000 80,"Kraft paper, creped or crinkled, whether or not embossed or perforated","- ",48,08,40,00,00,80
4808900000 80,Other,"- ",48,08,90,00,00,80
4809200000 80,Self-copy paper,"- ",48,09,20,00,00,80
4809900000 80,Other,"- ",48,09,90,00,00,80
4810130000 10,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, not containing fibres obtained by a mechanical or chemi-mechanical process or of which not more than 10|% by weight of the total fibre content consists of such fibres","- ",48,10,13,00,00,10
4810130000 80,In rolls,"- - ",48,10,13,00,00,80
4810140000 80,In sheets with one side not exceeding 435|mm and the other side not exceeding 297|mm in the unfolded state,"- - ",48,10,14,00,00,80
4810190000 80,Other,"- - ",48,10,19,00,00,80
4810220000 10,"Paper and paperboard of a kind used for writing, printing or other graphic purposes, of which more than 10|% by weight of the total fibre content consists of fibres obtained by a mechanical or chemi-mechanical process","- ",48,10,22,00,00,10
4810220000 80,Lightweight coated paper,"- - ",48,10,22,00,00,80
4810290000 80,Other,"- - ",48,10,29,00,00,80
4810310000 10,"Kraft paper and paperboard, other than that of a kind used for writing, printing or other graphic purposes","- ",48,10,31,00,00,10
4810310000 80,"Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing 150|g/m$2|or less","- - ",48,10,31,00,00,80
4810320000 80,"Bleached uniformly throughout the mass and of which more than 95|% by weight of the total fibre content consists of wood fibres obtained by a chemical process, and weighing more than 150|g/m$2","- - ",48,10,32,00,00,80
4810390000 80,Other,"- - ",48,10,39,00,00,80
4810920000 10,Other paper and paperboard,"- ",48,10,92,00,00,10
4810920000 80,Multi-ply,"- - ",48,10,92,00,00,80
4810990000 80,Other,"- - ",48,10,99,00,00,80
4811100000 80,"Tarred, bituminised or asphalted paper and paperboard","- ",48,11,10,00,00,80
4811410000 10,Gummed or adhesive paper and paperboard,"- ",48,11,41,00,00,10
4811410000 80,Self-adhesive,"- - ",48,11,41,00,00,80
4811490000 80,Other,"- - ",48,11,49,00,00,80
4811510000 10,"Paper and paperboard, coated, impregnated or covered with plastics (excluding adhesives)","- ",48,11,51,00,00,10
4811510000 80,"Bleached, weighing more than 150|g/m$2","- - ",48,11,51,00,00,80
4811590000 80,Other,"- - ",48,11,59,00,00,80
4811600000 80,"Paper and paperboard, coated, impregnated or covered with wax, paraffin wax, stearin, oil or glycerol","- ",48,11,60,00,00,80
4811900000 80,"Other paper, paperboard, cellulose wadding and webs of cellulose fibres","- ",48,11,90,00,00,80
4813100000 80,In the form of booklets or tubes,"- ",48,13,10,00,00,80
4813200000 80,In rolls of a width not exceeding 5|cm,"- ",48,13,20,00,00,80
4813900000 80,Other,"- ",48,13,90,00,00,80
4814200000 80,"Wallpaper and similar wallcoverings, consisting of paper coated or covered, on the face side, with a grained, embossed, coloured, design-printed or otherwise decorated layer of plastics","- ",48,14,20,00,00,80
4814900000 80,Other,"- ",48,14,90,00,00,80
4816200000 80,Self-copy paper,"- ",48,16,20,00,00,80
4816900000 80,Other,"- ",48,16,90,00,00,80
4817100000 80,Envelopes,"- ",48,17,10,00,00,80
4817200000 80,"Letter cards, plain postcards and correspondence cards","- ",48,17,20,00,00,80
4817300000 80,"Boxes, pouches, wallets and writing compendiums, of paper or paperboard, containing an assortment of paper stationery","- ",48,17,30,00,00,80
4818100000 80,Toilet paper,"- ",48,18,10,00,00,80
3204120000 80,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon","- - ",32,04,12,00,00,80
3204130000 80,Basic dyes and preparations based thereon,"- - ",32,04,13,00,00,80
3204140000 80,Direct dyes and preparations based thereon,"- - ",32,04,14,00,00,80
3204150000 80,Vat dyes (including those usable in that state as pigments) and preparations based thereon,"- - ",32,04,15,00,00,80
3204160000 80,Reactive dyes and preparations based thereon,"- - ",32,04,16,00,00,80
3204170000 80,Pigments and preparations based thereon,"- - ",32,04,17,00,00,80
3204190000 80,"Other, including mixtures of colouring matter of two or more of the subheadings|3204|11|to 3204|19","- - ",32,04,19,00,00,80
3204200000 80,Synthetic organic products of a kind used as fluorescent brightening agents,"- ",32,04,20,00,00,80
3204900000 80,Other,"- ",32,04,90,00,00,80
3206110000 10,Pigments and preparations based on titanium dioxide,"- ",32,06,11,00,00,10
3206110000 80,Containing 80|% or more by weight of titanium dioxide calculated on the dry matter,"- - ",32,06,11,00,00,80
3206190000 80,Other,"- - ",32,06,19,00,00,80
3206200000 80,Pigments and preparations based on chromium compounds,"- ",32,06,20,00,00,80
3206410000 10,Other colouring matter and other preparations,"- ",32,06,41,00,00,10
3206410000 80,Ultramarine and preparations based thereon,"- - ",32,06,41,00,00,80
3206420000 80,Lithopone and other pigments and preparations based on zinc sulphide,"- - ",32,06,42,00,00,80
3206490000 80,Other,"- - ",32,06,49,00,00,80
3206500000 80,Inorganic products of a kind used as luminophores,"- ",32,06,50,00,00,80
3207100000 80,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations","- ",32,07,10,00,00,80
3207200000 80,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations","- ",32,07,20,00,00,80
3207300000 80,Liquid lustres and similar preparations,"- ",32,07,30,00,00,80
3207400000 80,"Glass frit and other glass, in the form of powder, granules or flakes","- ",32,07,40,00,00,80
